Age,Customer ID,Date Joined,Dummy,Gender,Job Classification,Name,Region,Surname,Balance,Number of Records
30,100003000,03.Nov.15,dummy,Female,White Collar,Alison,England,Mitchell,52200.62,1
30,100002864,28.Oct.15,dummy,Female,White Collar,Faith,England,Murray,2633.71,1
30,100001049,01.Jul.15,dummy,Female,White Collar,Emma,England,Oliver,51090.19,1
30,100002661,17.Oct.15,dummy,Female,White Collar,Amanda,England,Paige,25489.52,1
30,100002801,26.Oct.15,dummy,Female,White Collar,Jennifer,England,Peters,101676.32,1
30,100003092,10.Nov.15,dummy,Female,White Collar,Emily,England,Piper,26551.11,1
30,100001458,31.Jul.15,dummy,Female,White Collar,Abigail,England,Powell,79094.42,1
30,100001854,30.Aug.15,dummy,Female,White Collar,Donna,England,Scott,57333.77,1
30,100002363,29.Sep.15,dummy,Female,White Collar,Heather,England,Sutherland,78128.45,1
30,100002886,29.Oct.15,dummy,Female,White Collar,Caroline,England,Taylor,73833.28,1
30,100001846,30.Aug.15,dummy,Female,White Collar,Amelia,England,Vance,45527.09,1
30,100003335,24.Nov.15,dummy,Female,White Collar,Anne,England,Wilkins,43545.03,1
31,100001847,30.Aug.15,dummy,Female,White Collar,Una,England,Alsop,44576.62,1
31,100001293,21.Jul.15,dummy,Female,White Collar,Amy,England,Avery,1330.3,1
31,100003837,20.Dec.15,dummy,Female,White Collar,Ruth,England,Bailey,48927.48,1
31,100003586,07.Dec.15,dummy,Female,White Collar,Molly,England,Brown,82376.44,1
31,100003644,10.Dec.15,dummy,Female,White Collar,Joanne,England,Davies,29053.97,1
31,100002343,28.Sep.15,dummy,Female,White Collar,Theresa,England,Ferguson,12498.12,1
31,100001494,03.Aug.15,dummy,Female,White Collar,Amelia,England,Glover,84543.25,1
31,100003207,16.Nov.15,dummy,Female,White Collar,Faith,England,Harris,29296.95,1
31,100001960,08.Sep.15,dummy,Female,White Collar,Olivia,England,Harris,130717.22,1
31,100002795,26.Oct.15,dummy,Female,White Collar,Yvonne,England,Hart,23497.05,1
31,100003197,15.Nov.15,dummy,Female,White Collar,Penelope,England,Howard,42662.04,1
31,100002513,08.Oct.15,dummy,Female,White Collar,Lillian,England,Hunter,10512.25,1
31,100001039,30.Jun.15,dummy,Female,White Collar,Stephanie,England,Ince,24845.43,1
31,100001307,22.Jul.15,dummy,Female,White Collar,Dorothy,England,Jackson,183467.7,1
31,100001223,15.Jul.15,dummy,Female,White Collar,Deirdre,England,King,4930.82,1
31,100003974,28.Dec.15,dummy,Female,White Collar,Chloe,England,Mackenzie,27031.96,1
31,100003637,10.Dec.15,dummy,Female,White Collar,Fiona,England,Manning,92983.44,1
31,100001921,05.Sep.15,dummy,Female,White Collar,Donna,England,Marshall,16392.78,1
31,100002524,09.Oct.15,dummy,Female,White Collar,Megan,England,Mathis,20953.3,1
31,100002958,01.Nov.15,dummy,Female,White Collar,Sonia,England,McGrath,59263.01,1
31,100002049,14.Sep.15,dummy,Female,White Collar,Anne,England,Newman,70153.14,1
31,100002931,31.Oct.15,dummy,Female,White Collar,Joan,England,Newman,40138.75,1
31,100002912,30.Oct.15,dummy,Female,White Collar,Elizabeth,England,Parsons,113868.94,1
31,100002555,11.Oct.15,dummy,Female,White Collar,Dorothy,England,Payne,87684.33,1
31,100001646,17.Aug.15,dummy,Female,White Collar,Rebecca,England,Peters,45730.02,1
31,100002553,11.Oct.15,dummy,Female,White Collar,Stephanie,England,Peters,5062.51,1
31,100002805,26.Oct.15,dummy,Female,White Collar,Bella,England,Pullman,34720.54,1
31,100003630,10.Dec.15,dummy,Female,White Collar,Joanne,England,Randall,25012.17,1
31,100003060,08.Nov.15,dummy,Female,White Collar,Theresa,England,Smith,1447.65,1
31,100002226,24.Sep.15,dummy,Female,White Collar,Chloe,England,Young,47381.87,1
32,100003329,24.Nov.15,dummy,Female,White Collar,Jan,England,Alsop,68573.19,1
32,100002370,29.Sep.15,dummy,Female,White Collar,Madeleine,England,Avery,19995.78,1
32,100003513,03.Dec.15,dummy,Female,White Collar,Bernadette,England,Black,32135.05,1
32,100003287,21.Nov.15,dummy,Female,White Collar,Heather,England,Burgess,74633.22,1
32,100003027,05.Nov.15,dummy,Female,White Collar,Diane,England,Cameron,55749.19,1
32,100002910,30.Oct.15,dummy,Female,White Collar,Caroline,England,Clark,17090.17,1
32,100003312,23.Nov.15,dummy,Female,White Collar,Madeleine,England,Clarkson,47291.75,1
32,100002870,28.Oct.15,dummy,Female,White Collar,Virginia,England,Clarkson,68085.45,1
32,100002572,12.Oct.15,dummy,Female,White Collar,Dorothy,England,Coleman,89329.33,1
32,100003419,28.Nov.15,dummy,Female,White Collar,Olivia,England,Duncan,26094.22,1
32,100003012,04.Nov.15,dummy,Female,White Collar,Deirdre,England,Edmunds,82104.77,1
32,100003782,17.Dec.15,dummy,Female,White Collar,Stephanie,England,Forsyth,51475.16,1
32,100002999,03.Nov.15,dummy,Female,White Collar,Felicity,England,Gibson,44646.75,1
32,100003572,06.Dec.15,dummy,Female,White Collar,Deirdre,England,Grant,50282.25,1
32,100001372,25.Jul.15,dummy,Female,White Collar,Ava,England,Hart,5709.07,1
32,100002708,20.Oct.15,dummy,Female,White Collar,Carol,England,Hill,6968.37,1
32,100001154,11.Jul.15,dummy,Female,White Collar,Carol,England,Hunter,35888.1,1
32,100002406,01.Oct.15,dummy,Female,White Collar,Grace,England,Ince,31675.17,1
32,100002786,25.Oct.15,dummy,Female,White Collar,Penelope,England,Jackson,5369.67,1
32,100003454,30.Nov.15,dummy,Female,White Collar,Felicity,England,James,98044.81,1
32,100003438,29.Nov.15,dummy,Female,White Collar,Angela,England,Johnston,72066.5,1
32,100003148,13.Nov.15,dummy,Female,White Collar,Anna,England,Jones,53274.83,1
32,100001302,22.Jul.15,dummy,Female,White Collar,Katherine,England,Kerr,17715.69,1
32,100001176,12.Jul.15,dummy,Female,White Collar,Rose,England,Lewis,13100.46,1
32,100002086,16.Sep.15,dummy,Female,White Collar,Jane,England,Mathis,79292.15,1
32,100001689,21.Aug.15,dummy,Female,White Collar,Jan,England,McGrath,86890.77,1
32,100001018,28.Jun.15,dummy,Female,White Collar,Una,England,Mills,55945.74,1
32,100002416,02.Oct.15,dummy,Female,White Collar,Sophie,England,Nash,50111.16,1
32,100002559,11.Oct.15,dummy,Female,White Collar,Theresa,England,Nolan,31476.35,1
32,100003065,08.Nov.15,dummy,Female,White Collar,Abigail,England,Ogden,27424.78,1
32,100002929,31.Oct.15,dummy,Female,White Collar,Grace,England,Ogden,26231.03,1
32,100002933,31.Oct.15,dummy,Female,White Collar,Diane,England,Oliver,25464.76,1
32,100002231,24.Sep.15,dummy,Female,White Collar,Una,England,Paterson,37281.32,1
32,100001850,30.Aug.15,dummy,Female,White Collar,Angela,England,Peters,52248.29,1
32,100001173,12.Jul.15,dummy,Female,White Collar,Ava,England,Rampling,70324.5,1
32,100003117,11.Nov.15,dummy,Female,White Collar,Emily,England,Rees,64135.72,1
32,100002596,13.Oct.15,dummy,Female,White Collar,Karen,England,Reid,27985.76,1
32,100003150,13.Nov.15,dummy,Female,White Collar,Lauren,England,Skinner,9287.63,1
32,100001498,03.Aug.15,dummy,Female,White Collar,Fiona,England,Springer,30225.62,1
32,100003216,17.Nov.15,dummy,Female,White Collar,Nicola,England,Watson,33535.24,1
33,100001109,07.Jul.15,dummy,Female,White Collar,Natalie,England,Alsop,36425.21,1
33,100002968,01.Nov.15,dummy,Female,White Collar,Zoe,England,Anderson,36017.49,1
33,100003598,07.Dec.15,dummy,Female,White Collar,Rose,England,Arnold,15241.21,1
33,100003687,13.Dec.15,dummy,Female,White Collar,Ruth,England,Avery,60116.4,1
33,100002183,22.Sep.15,dummy,Female,White Collar,Lillian,England,Bond,31896.91,1
33,100001346,23.Jul.15,dummy,Female,White Collar,Deirdre,England,Clarkson,14121.7,1
33,100001112,07.Jul.15,dummy,Female,White Collar,Sonia,England,Clarkson,84064.01,1
33,100003056,08.Nov.15,dummy,Female,White Collar,Sophie,England,Davidson,64582.89,1
33,100003918,24.Dec.15,dummy,Female,White Collar,Anne,England,Edmunds,19092.99,1
33,100002419,02.Oct.15,dummy,Female,White Collar,Diane,England,Ellison,46035.81,1
33,100003475,01.Dec.15,dummy,Female,White Collar,Fiona,England,Ferguson,12547.19,1
33,100001288,21.Jul.15,dummy,Female,White Collar,Virginia,England,Ferguson,16867.36,1
33,100001888,02.Sep.15,dummy,Female,White Collar,Michelle,England,Gibson,14301.43,1
33,100001691,21.Aug.15,dummy,Female,White Collar,Amanda,England,Gill,4884.67,1
33,100003160,14.Nov.15,dummy,Female,White Collar,Jan,England,Gill,21875.7,1
33,100003434,29.Nov.15,dummy,Female,White Collar,Sue,England,Gill,12357.62,1
33,100002721,21.Oct.15,dummy,Female,White Collar,Yvonne,England,Glover,76455.17,1
33,100001017,28.Jun.15,dummy,Female,White Collar,Ella,England,Hill,88647.1,1
33,100002362,29.Sep.15,dummy,Female,White Collar,Melanie,England,Hodges,4575,1
33,100002384,30.Sep.15,dummy,Female,White Collar,Jessica,England,Jackson,30454.03,1
33,100003752,16.Dec.15,dummy,Female,White Collar,Audrey,England,Lawrence,48715.23,1
33,100002763,24.Oct.15,dummy,Female,White Collar,Lisa,England,Martin,34728.83,1
33,100002724,21.Oct.15,dummy,Female,White Collar,Chloe,England,McGrath,37520.39,1
33,100001287,21.Jul.15,dummy,Female,White Collar,Kylie,England,Morrison,23875.68,1
33,100003484,02.Dec.15,dummy,Female,White Collar,Amanda,England,Parsons,20517.2,1
33,100003934,25.Dec.15,dummy,Female,White Collar,Anna,England,Piper,30045.02,1
33,100001174,12.Jul.15,dummy,Female,White Collar,Caroline,England,Terry,68170.2,1
33,100002783,25.Oct.15,dummy,Female,White Collar,Rebecca,England,Underwood,85325.26,1
33,100002851,27.Oct.15,dummy,Female,White Collar,Ella,England,Watson,9113.19,1
33,100001235,16.Jul.15,dummy,Female,White Collar,Natalie,England,Wilson,41722.55,1
34,100001398,27.Jul.15,dummy,Female,White Collar,Stephanie,England,Avery,22701.72,1
34,100002417,02.Oct.15,dummy,Female,White Collar,Anna,England,Campbell,24006.93,1
34,100001356,24.Jul.15,dummy,Female,White Collar,Stephanie,England,Clark,4056.75,1
34,100003930,25.Dec.15,dummy,Female,White Collar,Kimberly,England,Coleman,21706.73,1
34,100001687,21.Aug.15,dummy,Female,White Collar,Pippa,England,Coleman,24827.57,1
34,100003933,25.Dec.15,dummy,Female,White Collar,Lillian,England,Cornish,63677.23,1
34,100003673,12.Dec.15,dummy,Female,White Collar,Natalie,England,Forsyth,77383.45,1
34,100002574,12.Oct.15,dummy,Female,White Collar,Maria,England,Gibson,51621.8,1
34,100002962,01.Nov.15,dummy,Female,White Collar,Carol,England,Glover,74987.04,1
34,100003613,08.Dec.15,dummy,Female,White Collar,Alexandra,England,Greene,29587.31,1
34,100003137,12.Nov.15,dummy,Female,White Collar,Mary,England,Greene,26768.44,1
34,100003833,20.Dec.15,dummy,Female,White Collar,Tracey,England,Hardacre,4300.94,1
34,100002405,01.Oct.15,dummy,Female,White Collar,Katherine,England,Hudson,48696.83,1
34,100002887,29.Oct.15,dummy,Female,White Collar,Lily,England,Hunter,44066.67,1
34,100001889,02.Sep.15,dummy,Female,White Collar,Molly,England,Hunter,107351.49,1
34,100003732,15.Dec.15,dummy,Female,White Collar,Faith,England,Ince,143879.62,1
34,100002465,05.Oct.15,dummy,Female,White Collar,Amy,England,Jones,9286.99,1
34,100001894,03.Sep.15,dummy,Female,White Collar,Jan,England,Lee,95423,1
34,100001635,15.Aug.15,dummy,Female,White Collar,Lauren,England,Manning,131464.91,1
34,100002228,24.Sep.15,dummy,Female,White Collar,Katherine,England,Marshall,41588.81,1
34,100002526,09.Oct.15,dummy,Female,White Collar,Diana,England,McGrath,30002.9,1
34,100001460,31.Jul.15,dummy,Female,White Collar,Rose,England,Morrison,125101.37,1
34,100003447,30.Nov.15,dummy,Female,White Collar,Yvonne,England,Morrison,5871.86,1
34,100003114,11.Nov.15,dummy,Female,White Collar,Jane,England,Nash,18856.08,1
34,100001823,28.Aug.15,dummy,Female,White Collar,Natalie,England,Paige,149684.4,1
34,100001831,29.Aug.15,dummy,Female,White Collar,Grace,England,Peake,52702.58,1
34,100003829,20.Dec.15,dummy,Female,White Collar,Caroline,England,Skinner,3682.9,1
34,100002453,04.Oct.15,dummy,Female,White Collar,Wendy,England,Skinner,10594.11,1
34,100003482,02.Dec.15,dummy,Female,White Collar,Nicola,England,Tucker,60071.77,1
34,100002592,13.Oct.15,dummy,Female,White Collar,Jessica,England,Vance,17928.42,1
34,100002054,14.Sep.15,dummy,Female,White Collar,Rebecca,England,Vance,7520,1
34,100003379,27.Nov.15,dummy,Female,White Collar,Zoe,England,Wright,61576,1
35,100002593,13.Oct.15,dummy,Female,White Collar,Emily,England,Allan,2120.44,1
35,100001560,09.Aug.15,dummy,Female,White Collar,Sally,England,Bell,26366.52,1
35,100003388,27.Nov.15,dummy,Female,White Collar,Lily,England,Butler,5603.29,1
35,100003746,16.Dec.15,dummy,Female,White Collar,Kylie,England,Chapman,28148.92,1
35,100003587,07.Dec.15,dummy,Female,White Collar,Ruth,England,Churchill,9096.77,1
35,100003892,23.Dec.15,dummy,Female,White Collar,Virginia,England,Clark,26111.44,1
35,100001301,22.Jul.15,dummy,Female,White Collar,Carolyn,England,Ellison,14125.9,1
35,100001859,31.Aug.15,dummy,Female,White Collar,Anna,England,Fisher,4750.24,1
35,100002626,15.Oct.15,dummy,Female,White Collar,Heather,England,Fisher,10708.34,1
35,100001092,06.Jul.15,dummy,Female,White Collar,Alexandra,England,Gill,1827.85,1
35,100003195,15.Nov.15,dummy,Female,White Collar,Yvonne,England,Graham,31376.37,1
35,100002994,03.Nov.15,dummy,Female,White Collar,Jasmine,England,Gray,17322.36,1
35,100003284,21.Nov.15,dummy,Female,White Collar,Victoria,England,Greene,29531.43,1
35,100003028,05.Nov.15,dummy,Female,White Collar,Rachel,England,Hudson,5247.83,1
35,100001348,23.Jul.15,dummy,Female,White Collar,Faith,England,Jones,31392.78,1
35,100003658,11.Dec.15,dummy,Female,White Collar,Ruth,England,MacDonald,123357.17,1
35,100001928,06.Sep.15,dummy,Female,White Collar,Chloe,England,Mathis,45139.58,1
35,100003713,14.Dec.15,dummy,Female,White Collar,Yvonne,England,Mathis,19857.59,1
35,100002364,29.Sep.15,dummy,Female,White Collar,Amy,England,McDonald,16080.85,1
35,100003995,29.Dec.15,dummy,Female,White Collar,Karen,England,McLean,34046.5,1
35,100001325,22.Jul.15,dummy,Female,White Collar,Yvonne,England,Mitchell,43139.15,1
35,100002770,24.Oct.15,dummy,Female,White Collar,Mary,England,Paige,53799.34,1
35,100003206,16.Nov.15,dummy,Female,White Collar,Elizabeth,England,Parr,8196.9,1
35,100002883,29.Oct.15,dummy,Female,White Collar,Dorothy,England,Paterson,6556.67,1
35,100003416,28.Nov.15,dummy,Female,White Collar,Heather,England,Quinn,14505.16,1
35,100002678,18.Oct.15,dummy,Female,White Collar,Irene,England,Rees,11634.97,1
35,100003280,21.Nov.15,dummy,Female,White Collar,Megan,England,Ross,20637.25,1
35,100001277,20.Jul.15,dummy,Female,White Collar,Leah,England,Simpson,28974.08,1
35,100003551,05.Dec.15,dummy,Female,White Collar,Sonia,England,Slater,23238.28,1
35,100002700,20.Oct.15,dummy,Female,White Collar,Joanne,England,Walker,10247.99,1
35,100001142,10.Jul.15,dummy,Female,White Collar,Joan,England,Walsh,64757.52,1
35,100001988,10.Sep.15,dummy,Female,White Collar,Molly,England,White,46370.97,1
35,100001158,11.Jul.15,dummy,Female,White Collar,Madeleine,England,Wilson,21508.14,1
35,100001427,29.Jul.15,dummy,Female,White Collar,Leah,England,Young,44622.79,1
36,100001617,14.Aug.15,dummy,Female,White Collar,Tracey,England,Bailey,57272.58,1
36,100002948,01.Nov.15,dummy,Female,White Collar,Sophie,England,Black,34618.76,1
36,100001475,01.Aug.15,dummy,Female,White Collar,Irene,England,Blake,40233.57,1
36,100003881,23.Dec.15,dummy,Female,White Collar,Abigail,England,Buckland,47392.56,1
36,100001593,12.Aug.15,dummy,Female,White Collar,Hannah,England,Churchill,29876.68,1
36,100001580,11.Aug.15,dummy,Female,White Collar,Penelope,England,Coleman,7039.42,1
36,100003445,30.Nov.15,dummy,Female,White Collar,Kimberly,England,Dickens,50507.35,1
36,100002301,26.Sep.15,dummy,Female,White Collar,Irene,England,Dyer,64555.12,1
36,100002955,01.Nov.15,dummy,Female,White Collar,Dorothy,England,Ellison,47360.38,1
36,100003327,24.Nov.15,dummy,Female,White Collar,Madeleine,England,Fraser,28128.35,1
36,100003799,18.Dec.15,dummy,Female,White Collar,Melanie,England,Gray,20254.46,1
36,100001170,12.Jul.15,dummy,Female,White Collar,Bernadette,England,Henderson,47422.55,1
36,100002951,01.Nov.15,dummy,Female,White Collar,Caroline,England,Hudson,47211.31,1
36,100001863,31.Aug.15,dummy,Female,White Collar,Zoe,England,Kerr,2566.77,1
36,100003498,03.Dec.15,dummy,Female,White Collar,Nicola,England,King,625.07,1
36,100002935,31.Oct.15,dummy,Female,White Collar,Felicity,England,Lambert,98682.44,1
36,100003268,20.Nov.15,dummy,Female,White Collar,Leah,England,Lambert,84693.18,1
36,100001058,02.Jul.15,dummy,Female,White Collar,Julia,England,Mackay,49717.13,1
36,100002464,05.Oct.15,dummy,Female,White Collar,Emily,England,Mackenzie,51614.58,1
36,100001134,09.Jul.15,dummy,Female,White Collar,Julia,England,Marshall,3108.56,1
36,100003889,23.Dec.15,dummy,Female,White Collar,Jane,England,Martin,4867.07,1
36,100001909,04.Sep.15,dummy,Female,White Collar,Nicola,England,May,23749.79,1
36,100002174,21.Sep.15,dummy,Female,White Collar,Maria,England,McLean,48661.99,1
36,100003552,05.Dec.15,dummy,Female,White Collar,Chloe,England,Miller,23052.1,1
36,100002822,26.Oct.15,dummy,Female,White Collar,Amelia,England,Morrison,143447.15,1
36,100003669,12.Dec.15,dummy,Female,White Collar,Pippa,England,Newman,72042.13,1
36,100002182,22.Sep.15,dummy,Female,White Collar,Bella,England,Parsons,27081.12,1
36,100002497,07.Oct.15,dummy,Female,White Collar,Yvonne,England,Parsons,111371.69,1
36,100003302,22.Nov.15,dummy,Female,White Collar,Jessica,England,Quinn,77553.79,1
36,100003556,05.Dec.15,dummy,Female,White Collar,Katherine,England,Quinn,41867.19,1
36,100003358,26.Nov.15,dummy,Female,White Collar,Melanie,England,Rees,9356.5,1
36,100003831,20.Dec.15,dummy,Female,White Collar,Lily,England,Reid,15805.36,1
36,100002095,17.Sep.15,dummy,Female,White Collar,Audrey,England,Sanderson,66084.12,1
36,100003815,19.Dec.15,dummy,Female,White Collar,Emily,England,Scott,30604.28,1
36,100001524,06.Aug.15,dummy,Female,White Collar,Lillian,England,Scott,50523.67,1
36,100002878,29.Oct.15,dummy,Female,White Collar,Emma,England,Short,59611.33,1
36,100003668,12.Dec.15,dummy,Female,White Collar,Abigail,England,Smith,14544.43,1
36,100001865,31.Aug.15,dummy,Female,White Collar,Ella,England,Stewart,61324.68,1
36,100003879,23.Dec.15,dummy,Female,White Collar,Wendy,England,Stewart,37684.71,1
36,100003584,07.Dec.15,dummy,Female,White Collar,Deirdre,England,Underwood,8942.95,1
36,100002240,24.Sep.15,dummy,Female,White Collar,Bernadette,England,Wilkins,33197.49,1
36,100002529,09.Oct.15,dummy,Female,White Collar,Sally,England,Wilkins,24177.3,1
36,100002644,16.Oct.15,dummy,Female,White Collar,Carolyn,England,Wright,52050.39,1
36,100003715,14.Dec.15,dummy,Female,White Collar,Molly,England,Young,125690.43,1
37,100003670,12.Dec.15,dummy,Female,White Collar,Lisa,England,Black,49587.2,1
37,100002964,01.Nov.15,dummy,Female,White Collar,Deirdre,England,Brown,6845.33,1
37,100003164,14.Nov.15,dummy,Female,White Collar,Andrea,England,Churchill,27784.27,1
37,100002114,18.Sep.15,dummy,Female,White Collar,Sally,England,Churchill,12504.73,1
37,100001546,08.Aug.15,dummy,Female,White Collar,Victoria,England,Clarkson,7467.05,1
37,100003809,19.Dec.15,dummy,Female,White Collar,Rose,England,Coleman,32132.56,1
37,100002658,17.Oct.15,dummy,Female,White Collar,Ruth,England,Cornish,31117.71,1
37,100001016,28.Jun.15,dummy,Female,White Collar,Joan,England,Davidson,30894.09,1
37,100003259,19.Nov.15,dummy,Female,White Collar,Emily,England,Henderson,26052.24,1
37,100003597,07.Dec.15,dummy,Female,White Collar,Bernadette,England,Kerr,32122.47,1
37,100003875,23.Dec.15,dummy,Female,White Collar,Samantha,England,King,6110.25,1
37,100002111,18.Sep.15,dummy,Female,White Collar,Deirdre,England,Lee,4909.99,1
37,100003346,25.Nov.15,dummy,Female,White Collar,Katherine,England,McDonald,51295.71,1
37,100001459,31.Jul.15,dummy,Female,White Collar,Katherine,England,Mills,122248.3,1
37,100002225,24.Sep.15,dummy,Female,White Collar,Sarah,England,Morrison,14610.17,1
37,100003816,19.Dec.15,dummy,Female,White Collar,Diana,England,Payne,27959.65,1
37,100002806,26.Oct.15,dummy,Female,White Collar,Caroline,England,Rampling,97665.32,1
37,100001558,09.Aug.15,dummy,Female,White Collar,Caroline,England,Roberts,60167.62,1
37,100003891,23.Dec.15,dummy,Female,White Collar,Kylie,England,Roberts,39673.84,1
37,100001929,06.Sep.15,dummy,Female,White Collar,Wendy,England,Robertson,47072.67,1
37,100003942,26.Dec.15,dummy,Female,White Collar,Ruth,England,Rutherford,36318.15,1
37,100001834,29.Aug.15,dummy,Female,White Collar,Jasmine,England,Scott,7355.25,1
37,100001196,13.Jul.15,dummy,Female,White Collar,Yvonne,England,Skinner,2317.41,1
37,100003229,17.Nov.15,dummy,Female,White Collar,Natalie,England,Sutherland,44335.18,1
37,100001947,07.Sep.15,dummy,Female,White Collar,Carolyn,England,Tucker,42737.83,1
37,100002827,26.Oct.15,dummy,Female,White Collar,Emma,England,Turner,25191.07,1
37,100002577,12.Oct.15,dummy,Female,White Collar,Chloe,England,Vance,47843.83,1
37,100003751,16.Dec.15,dummy,Female,White Collar,Heather,England,Vaughan,81383.21,1
37,100002048,14.Sep.15,dummy,Female,White Collar,Sarah,England,Wilson,31435.65,1
38,100001714,23.Aug.15,dummy,Female,White Collar,Faith,England,Arnold,49606.03,1
38,100002244,24.Sep.15,dummy,Female,White Collar,Sue,England,Arnold,5053.64,1
38,100002119,18.Sep.15,dummy,Female,White Collar,Emily,England,Bailey,95608.2,1
38,100001506,04.Aug.15,dummy,Female,White Collar,Una,England,Ball,25195.87,1
38,100003850,21.Dec.15,dummy,Female,White Collar,Angela,England,Bond,2845.03,1
38,100002967,01.Nov.15,dummy,Female,White Collar,Sally,England,Bower,5852.82,1
38,100003151,13.Nov.15,dummy,Female,White Collar,Felicity,England,Buckland,66093.41,1
38,100002283,25.Sep.15,dummy,Female,White Collar,Andrea,England,Burgess,96144.95,1
38,100002021,12.Sep.15,dummy,Female,White Collar,Grace,England,Campbell,9071.71,1
38,100002949,01.Nov.15,dummy,Female,White Collar,Megan,England,Campbell,54755.3,1
38,100002703,20.Oct.15,dummy,Female,White Collar,Elizabeth,England,Churchill,22690.73,1
38,100001428,29.Jul.15,dummy,Female,White Collar,Julia,England,Coleman,81724.65,1
38,100002531,09.Oct.15,dummy,Female,White Collar,Bella,England,Dowd,35992.01,1
38,100003283,21.Nov.15,dummy,Female,White Collar,Bernadette,England,Jones,89126.12,1
38,100001005,27.Jun.15,dummy,Female,White Collar,Chloe,England,Jones,49490.42,1
38,100001910,04.Sep.15,dummy,Female,White Collar,Jane,England,Kerr,31921.61,1
38,100001222,15.Jul.15,dummy,Female,White Collar,Rebecca,England,Kerr,25016.8,1
38,100001320,22.Jul.15,dummy,Female,White Collar,Jane,England,King,11.52,1
38,100001421,28.Jul.15,dummy,Female,White Collar,Pippa,England,Langdon,37866.52,1
38,100001731,23.Aug.15,dummy,Female,White Collar,Caroline,England,MacDonald,8080.08,1
38,100003109,11.Nov.15,dummy,Female,White Collar,Rebecca,England,MacLeod,23666.54,1
38,100002677,18.Oct.15,dummy,Female,White Collar,Jan,England,McLean,39171.72,1
38,100003149,13.Nov.15,dummy,Female,White Collar,Stephanie,England,Morrison,1768.41,1
38,100002494,07.Oct.15,dummy,Female,White Collar,Samantha,England,Nolan,33589.65,1
38,100001029,29.Jun.15,dummy,Female,White Collar,Lily,England,North,24834.61,1
38,100001312,22.Jul.15,dummy,Female,White Collar,Alison,England,Piper,18578.98,1
38,100003887,23.Dec.15,dummy,Female,White Collar,Irene,England,Piper,30701.78,1
38,100003757,16.Dec.15,dummy,Female,White Collar,Kylie,England,Powell,3876.27,1
38,100002115,18.Sep.15,dummy,Female,White Collar,Joan,England,Springer,24729.58,1
38,100001804,27.Aug.15,dummy,Female,White Collar,Una,England,Terry,42816.16,1
38,100001420,28.Jul.15,dummy,Female,White Collar,Gabrielle,England,Underwood,51616.07,1
38,100001242,16.Jul.15,dummy,Female,White Collar,Samantha,England,Vaughan,34385.32,1
38,100002458,04.Oct.15,dummy,Female,White Collar,Wanda,England,Wallace,67842.28,1
39,100002530,09.Oct.15,dummy,Female,White Collar,Megan,England,Abraham,33703.11,1
39,100002645,16.Oct.15,dummy,Female,White Collar,Anne,England,Bell,73238.04,1
39,100001462,31.Jul.15,dummy,Female,White Collar,Zoe,England,Bell,16956,1
39,100002079,16.Sep.15,dummy,Female,White Collar,Sophie,England,Buckland,74240.48,1
39,100002879,29.Oct.15,dummy,Female,White Collar,Amy,England,Coleman,22844.3,1
39,100001395,27.Jul.15,dummy,Female,White Collar,Penelope,England,Duncan,6861.44,1
39,100002081,16.Sep.15,dummy,Female,White Collar,Alison,England,Edmunds,43546.78,1
39,100002888,29.Oct.15,dummy,Female,White Collar,Carolyn,England,Ferguson,118110.62,1
39,100001533,07.Aug.15,dummy,Female,White Collar,Chloe,England,Gibson,5133.32,1
39,100001608,13.Aug.15,dummy,Female,White Collar,Amelia,England,Gray,44286.24,1
39,100002224,24.Sep.15,dummy,Female,White Collar,Megan,England,Hardacre,19383.54,1
39,100002588,13.Oct.15,dummy,Female,White Collar,Emma,England,Jones,62902.54,1
39,100003276,21.Nov.15,dummy,Female,White Collar,Gabrielle,England,Jones,105339.9,1
39,100001658,18.Aug.15,dummy,Female,White Collar,Leah,England,MacLeod,6904.7,1
39,100001565,10.Aug.15,dummy,Female,White Collar,Gabrielle,England,Miller,68694.44,1
39,100002096,17.Sep.15,dummy,Female,White Collar,Zoe,England,Miller,12748.71,1
39,100003455,30.Nov.15,dummy,Female,White Collar,Julia,England,Mills,112000.36,1
39,100003711,14.Dec.15,dummy,Female,White Collar,Kimberly,England,Oliver,27715.6,1
39,100001972,09.Sep.15,dummy,Female,White Collar,Amelia,England,Quinn,76736.41,1
39,100001984,10.Sep.15,dummy,Female,White Collar,Michelle,England,Sharp,4157.79,1
39,100002113,18.Sep.15,dummy,Female,White Collar,Karen,England,Wallace,45969.7,1
39,100003449,30.Nov.15,dummy,Female,White Collar,Andrea,England,Welch,40554.67,1
39,100003371,27.Nov.15,dummy,Female,White Collar,Gabrielle,England,Wilkins,44607.05,1
40,100001025,29.Jun.15,dummy,Female,White Collar,Emma,England,Arnold,55409.56,1
40,100003730,15.Dec.15,dummy,Female,White Collar,Anna,England,Berry,30815.39,1
40,100003574,06.Dec.15,dummy,Female,White Collar,Kimberly,England,Blake,50651.68,1
40,100003550,05.Dec.15,dummy,Female,White Collar,Penelope,England,Chapman,32141.32,1
40,100003927,25.Dec.15,dummy,Female,White Collar,Pippa,England,Dowd,31436.85,1
40,100003511,03.Dec.15,dummy,Female,White Collar,Yvonne,England,Grant,47276.63,1
40,100001566,10.Aug.15,dummy,Female,White Collar,Donna,England,Hardacre,85043.83,1
